userid,movieid,rating,date
2357,39863,3,2008/9/17 0:00
2357,39891,4,2008/10/16 0:00
2357,39905,3,2008/12/4 0:00
2357,39941,2,2008/10/16 0:00
2357,39980,1,2008/9/17 0:00
2357,39993,1,2008/9/18 0:00
2357,40001,5,2008/9/18 0:00
2357,40005,5,2008/9/18 0:00
2357,43166,5,2008/10/11 0:00
2357,40026,3,2008/9/17 0:00
2357,43398,5,2008/10/10 0:00
2357,40282,5,2008/9/17 0:00
2357,43514,1,2008/11/15 0:00
2357,43552,5,2008/9/18 0:00
2357,43585,5,2008/10/10 0:00
2357,43588,3,2008/10/8 0:00
2357,40700,3,2008/10/8 0:00
2357,40713,3,2008/9/17 0:00
2357,40748,5,2008/9/17 0:00
2357,43996,5,2008/9/23 0:00
2357,40769,5,2008/9/17 0:00
2357,44006,4,2008/12/9 0:00
2357,40793,3,2008/9/17 0:00
2357,40794,4,2008/10/10 0:00
2357,44048,1,2008/10/10 0:00
2357,44214,3,2008/12/4 0:00
2357,41060,1,2008/9/18 0:00
2357,44291,3,2008/11/15 0:00
2357,41105,3,2008/9/18 0:00
2357,41330,2,2008/9/18 0:00
2357,44572,4,2008/10/8 0:00
2357,44583,1,2008/10/16 0:00
2357,41372,5,2008/10/10 0:00
2357,44739,5,2008/10/10 0:00
2357,44740,1,2008/9/17 0:00
2357,41553,2,2008/9/25 0:00
2357,41554,2,2008/9/17 0:00
2357,41556,5,2008/9/25 0:00
2357,41614,5,2008/10/16 0:00
2357,41939,5,2009/2/5 0:00
2357,41987,3,2008/9/19 0:00
2357,42081,5,2008/9/17 0:00
2357,42087,5,2008/10/10 0:00
2357,42110,5,2008/12/4 0:00
2357,45456,5,2008/9/17 0:00
2357,42113,5,2008/10/11 0:00
2357,42116,5,2008/10/10 0:00
2357,42121,4,2008/10/10 0:00
2357,45476,4,2008/9/18 0:00
2357,42171,3,2008/9/17 0:00
2357,42172,5,2008/12/4 0:00
2357,42173,1,2008/9/17 0:00
2357,42313,5,2008/9/17 0:00
2357,45702,2,2008/9/18 0:00
2357,42370,5,2008/9/17 0:00
2357,45723,3,2008/9/17 0:00
2357,45729,3,2008/11/15 0:00
2357,45997,1,2008/9/18 0:00
2357,42515,5,2008/10/10 0:00
2357,46041,3,2008/12/4 0:00
2357,46207,4,2008/9/17 0:00
2357,42533,5,2008/9/17 0:00
2357,46209,4,2008/9/17 0:00
2357,46214,5,2008/12/4 0:00
2357,42562,3,2008/11/15 0:00
2357,43050,3,2008/10/11 0:00
2357,46565,5,2008/12/4 0:00
2357,46607,3,2008/12/4 0:00
2357,43310,1,2008/9/17 0:00
2357,46615,1,2008/9/17 0:00
2357,43316,4,2008/9/25 0:00
2357,46617,4,2008/9/25 0:00
2357,43317,5,2008/9/25 0:00
2357,43324,5,2008/10/16 0:00
2357,43331,3,2008/9/18 0:00
2357,46658,5,2008/10/11 0:00
2357,46659,4,2008/9/16 0:00
2357,46660,3,2008/9/17 0:00
2357,46661,3,2008/10/10 0:00
2357,43368,5,2008/9/18 0:00
2357,46701,5,2008/10/10 0:00
2357,43675,3,2008/10/11 0:00
2357,46708,3,2008/11/15 0:00
2357,46729,5,2008/9/17 0:00
2357,43706,5,2008/10/10 0:00
2357,43707,5,2008/10/11 0:00
2357,43786,3,2008/9/21 0:00
2357,46825,5,2008/9/25 0:00
2357,46857,5,2008/12/9 0:00
2357,46885,5,2008/9/25 0:00
2357,46895,3,2008/9/16 0:00
2357,43889,2,2008/9/25 0:00
2357,44121,1,2008/9/18 0:00
2357,44146,1,2008/9/17 0:00
2357,44156,5,2008/9/16 0:00
2357,47032,4,2008/10/8 0:00
2357,47102,1,2008/10/16 0:00
2357,44411,4,2008/9/23 0:00
2357,44419,1,2008/9/25 0:00
2357,44423,4,2008/9/17 0:00
2357,44439,5,2008/9/17 0:00
2357,47150,5,2008/10/10 0:00
2357,47207,1,2008/9/21 0:00
2357,47219,5,2008/9/16 0:00
2357,44656,1,2008/9/17 0:00
2357,44683,4,2008/10/10 0:00
2357,47246,5,2008/12/9 0:00
2357,44923,2,2008/10/10 0:00
2357,44931,5,2008/9/25 0:00
2357,47366,5,2008/9/17 0:00
2357,45119,5,2008/9/16 0:00
2357,45122,5,2008/9/16 0:00
2357,47408,4,2008/9/16 0:00
2357,45147,3,2008/9/25 0:00
2357,45178,5,2008/10/10 0:00
2357,47483,4,2008/9/17 0:00
2357,45237,3,2008/12/4 0:00
2357,45277,1,2008/9/18 0:00
2357,45309,5,2008/9/17 0:00
2357,45333,5,2008/9/17 0:00
2357,45511,1,2008/9/17 0:00
2357,47752,3,2008/10/10 0:00
2357,47784,5,2008/11/15 0:00
2357,45613,5,2008/9/17 0:00
2357,45787,1,2008/9/17 0:00
2357,47847,3,2008/11/15 0:00
2357,45810,2,2008/12/4 0:00
2357,47861,2,2008/9/17 0:00
2357,49026,1,2008/9/18 0:00
2357,46094,5,2008/9/25 0:00
2357,49069,4,2008/12/4 0:00
2357,49119,5,2008/9/18 0:00
2357,49190,5,2008/9/17 0:00
2357,49207,2,2008/9/25 0:00
2357,49220,2,2008/12/4 0:00
2357,49232,5,2008/9/17 0:00
2357,49266,4,2008/12/9 0:00
2357,49294,5,2008/9/16 0:00
2357,48019,5,2008/9/17 0:00
2357,48058,3,2008/9/17 0:00
2357,48126,1,2008/9/17 0:00
2357,49364,3,2008/10/10 0:00
2357,49852,1,2008/9/17 0:00
2357,48229,1,2008/9/17 0:00
2357,49853,1,2008/9/17 0:00
2357,48232,5,2008/9/17 0:00
2357,48233,1,2008/9/17 0:00
2357,49863,1,2008/9/17 0:00
2357,49868,5,2008/9/17 0:00
2357,49870,5,2008/10/10 0:00
2357,48247,5,2008/10/10 0:00
2357,48262,5,2008/10/10 0:00
2357,49932,2,2008/9/21 0:00
2357,49945,4,2008/9/25 0:00
2357,49947,5,2008/12/4 0:00
2357,48337,2,2008/9/17 0:00
2357,49955,3,2008/10/16 0:00
2357,49956,5,2008/10/11 0:00
2357,48340,4,2008/10/16 0:00
2357,50010,1,2008/9/17 0:00
2357,48411,3,2008/9/25 0:00
2357,48469,4,2008/9/17 0:00
2357,48573,5,2008/9/17 0:00
2357,50250,1,2008/12/4 0:00
2357,50356,3,2008/9/18 0:00
2357,50360,2,2008/10/10 0:00
2357,48752,1,2008/9/17 0:00
2357,48767,1,2008/9/18 0:00
2357,50380,5,2008/10/10 0:00
2357,48769,5,2008/10/10 0:00
2357,48877,1,2008/9/16 0:00
2357,48883,5,2008/9/25 0:00
2357,51013,5,2008/12/4 0:00
2357,49415,1,2008/9/25 0:00
2357,51186,5,2008/10/10 0:00
2357,51243,5,2008/9/16 0:00
2357,49574,5,2008/9/17 0:00
2357,51303,1,2008/10/10 0:00
2357,49606,5,2008/10/10 0:00
2357,49609,5,2008/9/17 0:00
2357,49704,5,2008/10/10 0:00
2357,51694,5,2008/9/17 0:00
2357,51696,5,2008/10/10 0:00
2357,49762,1,2008/9/17 0:00
2357,51760,4,2008/10/10 0:00
2357,51789,3,2008/12/4 0:00
2357,50533,4,2008/9/16 0:00
2357,50556,3,2008/10/10 0:00
2357,51907,3,2008/10/16 0:00
2357,51915,4,2008/9/16 0:00
2357,51937,1,2008/9/18 0:00
2357,50700,5,2008/9/18 0:00
2357,50759,1,2008/11/15 0:00
2357,50786,3,2008/9/25 0:00
2357,52048,3,2008/9/25 0:00
2357,52874,2,2008/10/10 0:00
2357,50934,1,2008/10/10 0:00
2357,53283,1,2008/9/17 0:00
2357,51434,3,2008/9/17 0:00
2357,51435,1,2008/9/17 0:00
2357,53309,1,2008/9/16 0:00
2357,51474,3,2008/10/10 0:00
2357,51476,3,2008/10/10 0:00
2357,51478,4,2008/12/9 0:00
2357,51516,3,2008/9/17 0:00
2357,51539,5,2008/9/18 0:00
2357,53421,3,2008/9/17 0:00
2357,53674,1,2008/9/17 0:00
2357,53676,5,2008/9/17 0:00
2357,52176,5,2008/9/17 0:00
2357,52185,4,2008/11/15 0:00
2357,53909,3,2008/10/16 0:00
2357,52234,3,2008/9/25 0:00
2357,52238,1,2008/10/16 0:00
2357,53927,3,2008/9/17 0:00
2357,53951,1,2008/9/17 0:00
2357,53966,1,2008/10/16 0:00
2357,54140,4,2008/10/10 0:00
2357,54146,1,2008/9/18 0:00
2357,54217,1,2008/9/18 0:00
2357,54218,4,2008/12/4 0:00
2357,52428,4,2008/10/10 0:00
2357,54388,3,2008/12/4 0:00
2357,54485,5,2008/9/17 0:00
2357,54650,4,2008/10/16 0:00
2357,54663,3,2008/9/16 0:00
2357,54681,3,2008/9/23 0:00
2357,52616,3,2008/10/10 0:00
2357,54715,3,2008/10/8 0:00
2357,54718,4,2008/9/17 0:00
2357,54737,2,2008/9/17 0:00
2357,52651,3,2008/9/17 0:00
2357,52660,5,2008/9/25 0:00
2357,52661,5,2008/9/19 0:00
2357,52672,3,2008/9/16 0:00
2357,54903,1,2008/9/20 0:00
2357,54969,3,2008/9/18 0:00
2357,55003,5,2008/9/17 0:00
2357,52767,1,2008/9/17 0:00
2357,55025,4,2008/9/16 0:00
2357,55032,1,2008/9/25 0:00
2357,52794,1,2008/9/18 0:00
2357,52826,5,2008/11/15 0:00
2357,55304,5,2008/9/17 0:00
2357,53060,5,2008/9/18 0:00
2357,55307,1,2008/9/18 0:00
2357,55322,1,2008/10/10 0:00
2357,53096,1,2008/9/17 0:00
2357,55342,5,2008/10/16 0:00
2357,53109,1,2008/9/18 0:00
2357,55514,1,2008/9/17 0:00
2357,55517,1,2008/10/16 0:00
2357,55533,2,2008/12/4 0:00
2357,55562,3,2008/9/17 0:00
2357,53198,5,2008/9/17 0:00
2357,55578,5,2008/10/10 0:00
2357,55581,3,2008/9/17 0:00
2357,55608,4,2008/9/16 0:00
2357,55624,4,2008/9/25 0:00
2357,55771,3,2008/10/10 0:00
2357,53593,1,2008/9/17 0:00
2357,55818,1,2008/9/17 0:00
2357,55823,1,2008/9/16 0:00
2357,55828,1,2008/9/18 0:00
2357,53754,1,2008/9/17 0:00
2357,53756,3,2008/12/4 0:00
2357,53762,5,2008/9/19 0:00
2357,53794,1,2008/9/18 0:00
2357,53797,1,2008/9/18 0:00
2357,53800,5,2008/12/4 0:00
2357,55920,1,2008/9/25 0:00
2357,55936,4,2008/9/16 0:00
2357,53989,1,2008/9/17 0:00
2357,55984,3,2008/9/17 0:00
2357,56007,3,2008/9/25 0:00
2357,54014,3,2008/9/25 0:00
2357,54053,4,2008/9/16 0:00
2357,56053,4,2008/9/17 0:00
2357,56054,5,2008/10/10 0:00
2357,54061,5,2008/10/11 0:00
2357,56103,5,2008/9/17 0:00
2357,54280,1,2008/9/25 0:00
2357,54340,4,2008/10/10 0:00
2357,54343,5,2008/10/10 0:00
2357,56204,5,2008/9/18 0:00
2357,56231,1,2008/9/18 0:00
2357,56256,3,2008/9/25 0:00
2357,54563,4,2008/9/16 0:00
2357,54611,1,2008/10/16 0:00
2357,54612,2,2008/9/16 0:00
2357,56839,3,2008/9/16 0:00
2357,54613,1,2008/9/18 0:00
2357,54752,4,2008/9/16 0:00
2357,54757,5,2008/12/9 0:00
2357,54776,3,2008/11/15 0:00
2357,56915,5,2008/9/16 0:00
2357,56916,4,2008/9/16 0:00
2357,54807,3,2008/9/18 0:00
2357,54834,5,2008/9/17 0:00
2357,54840,1,2008/9/16 0:00
2357,58028,4,2008/10/16 0:00
2357,58034,5,2008/9/18 0:00
2357,58086,1,2008/9/18 0:00
2357,58104,5,2008/9/17 0:00
2357,58106,5,2008/10/10 0:00
2357,55388,3,2008/9/17 0:00
2357,55390,4,2008/9/17 0:00
2357,55421,5,2008/10/10 0:00
2357,58161,4,2008/9/25 0:00
2357,58206,5,2008/9/17 0:00
2357,55633,5,2008/9/16 0:00
2357,58257,5,2008/9/17 0:00
2357,55639,1,2008/9/18 0:00
2357,55686,3,2008/10/16 0:00
2357,55695,5,2008/9/17 0:00
2357,55722,3,2008/10/11 0:00
2357,55749,3,2008/9/17 0:00
2357,56268,1,2008/10/10 0:00
2357,58395,3,2008/9/17 0:00
2357,58413,1,2008/9/18 0:00
2357,56314,1,2008/9/25 0:00
2357,56355,3,2008/9/25 0:00
2357,58487,2,2008/10/16 0:00
2357,56370,5,2008/9/16 0:00
2357,56391,4,2008/9/25 0:00
2357,56402,5,2008/9/17 0:00
2357,58527,4,2008/9/17 0:00
2357,56437,2,2008/11/15 0:00
2357,58556,1,2008/9/17 0:00
2357,58559,5,2008/9/25 0:00
2357,56502,2,2008/9/18 0:00
2357,56503,5,2008/10/10 0:00
2357,58758,4,2008/11/15 0:00
2357,58804,1,2008/9/17 0:00
2357,56560,5,2008/10/10 0:00
2357,56585,3,2008/9/17 0:00
2357,56606,3,2008/9/17 0:00
2357,56615,3,2008/9/17 0:00
2357,58851,5,2008/10/10 0:00
2357,56686,1,2008/9/18 0:00
2357,56721,4,2008/10/15 0:00
2357,59842,5,2008/9/25 0:00
2357,56723,1,2008/9/18 0:00
2357,56995,1,2008/9/17 0:00
2357,59923,3,2008/9/17 0:00
2357,59928,5,2008/9/17 0:00
2357,57033,3,2008/9/25 0:00
2357,59953,1,2008/9/17 0:00
2357,59958,1,2008/9/17 0:00
2357,59965,5,2008/12/9 0:00
2357,59984,1,2008/9/25 0:00
2357,57083,5,2008/9/17 0:00
2357,60000,4,2008/10/10 0:00
2357,57084,4,2008/10/10 0:00
2357,60046,1,2008/9/18 0:00
2357,57159,1,2008/9/18 0:00
2357,57192,3,2008/9/18 0:00
2357,57215,2,2008/10/10 0:00
2357,60126,1,2008/9/17 0:00
2357,57227,3,2008/9/18 0:00
2357,60138,1,2008/10/16 0:00
2357,60158,1,2008/9/17 0:00
2357,57262,1,2008/9/17 0:00
2357,57277,3,2008/9/17 0:00
2357,57281,3,2008/9/17 0:00
2357,60195,1,2008/9/18 0:00
2357,60244,1,2008/9/18 0:00
2357,60264,1,2008/9/25 0:00
2357,57354,4,2008/10/16 0:00
2357,60300,5,2008/10/10 0:00
2357,60304,1,2008/9/18 0:00
2357,60343,3,2008/9/17 0:00
2357,57462,3,2008/9/25 0:00
2357,57480,3,2008/10/10 0:00
2357,60440,5,2008/9/18 0:00
2357,57537,1,2008/9/16 0:00
2357,60467,5,2008/9/17 0:00
2357,57559,5,2008/12/4 0:00
2357,57580,5,2008/12/9 0:00
2357,57601,2,2008/10/10 0:00
2357,60531,3,2008/10/16 0:00
2357,60546,5,2008/10/11 0:00
2357,60547,1,2008/9/17 0:00
2357,60596,5,2008/9/17 0:00
2357,57739,1,2008/9/17 0:00
2357,57847,3,2008/9/17 0:00
2357,57857,3,2008/10/16 0:00
2357,60775,1,2008/9/17 0:00
2357,60779,5,2008/9/17 0:00
2357,60780,1,2008/9/17 0:00
2357,57893,5,2008/12/4 0:00
2357,57915,5,2008/9/17 0:00
2357,60864,1,2008/9/17 0:00
2357,60881,5,2008/9/19 0:00
2357,57991,1,2008/9/18 0:00
2357,61034,1,2008/9/17 0:00
2357,61061,5,2008/9/25 0:00
2357,61086,5,2009/3/4 0:00
2357,61103,5,2008/10/10 0:00
2357,58722,1,2008/9/18 0:00
2357,58887,4,2008/11/15 0:00
2357,58969,3,2008/12/9 0:00
2357,61379,5,2008/12/4 0:00
2357,61380,3,2008/12/4 0:00
2357,59085,1,2008/9/17 0:00
2357,61859,1,2008/9/18 0:00
2357,62296,3,2008/11/15 0:00
2357,59267,3,2008/12/4 0:00
2357,59283,3,2008/9/25 0:00
2357,59330,1,2008/9/18 0:00
2357,59351,5,2008/9/25 0:00
2357,62460,4,2008/9/16 0:00
2357,62462,4,2008/9/16 0:00
2357,62463,5,2008/10/10 0:00
2357,62507,3,2008/9/19 0:00
2357,59471,3,2008/9/16 0:00
2357,62530,5,2008/10/10 0:00
2357,62536,5,2008/10/10 0:00
2357,62537,4,2008/11/25 0:00
2357,62998,1,2008/9/17 0:00
2357,59601,5,2008/9/19 0:00
2357,59613,5,2008/9/17 0:00
2357,59624,3,2008/9/18 0:00
2357,59629,1,2008/9/17 0:00
2357,59646,1,2008/9/18 0:00
2357,63610,5,2008/9/25 0:00
2357,59706,1,2008/9/17 0:00
2357,59728,5,2008/9/17 0:00
2357,63692,4,2008/12/4 0:00
2357,63700,5,2008/9/17 0:00
2357,64013,1,2008/9/17 0:00
2357,61232,1,2008/12/4 0:00
2357,61561,5,2008/9/18 0:00
2357,64315,5,2008/9/25 0:00
2357,64422,1,2008/9/17 0:00
2357,64444,5,2008/9/17 0:00
2357,61720,5,2008/9/17 0:00
2357,61733,1,2008/9/17 0:00
2357,64804,1,2008/9/17 0:00
2357,61937,1,2008/9/17 0:00
2357,65114,1,2008/9/18 0:00
2357,62551,5,2008/9/17 0:00
2357,62577,2,2008/9/18 0:00
2357,62584,3,2008/12/4 0:00
2357,65230,4,2008/9/16 0:00
2357,65255,1,2008/9/16 0:00
2357,65276,1,2008/9/17 0:00
2357,65325,3,2009/3/4 0:00
2357,62701,2,2008/10/16 0:00
2357,62717,3,2008/12/4 0:00
2357,62718,1,2008/12/4 0:00
2357,62728,1,2008/9/18 0:00
2357,62742,1,2008/9/18 0:00
2357,62781,3,2008/12/4 0:00
2357,62800,3,2008/9/17 0:00
2357,65490,2,2008/10/16 0:00
2357,65502,1,2008/9/17 0:00
2357,62888,3,2008/12/4 0:00
2357,65516,5,2008/9/25 0:00
2357,65520,1,2008/9/25 0:00
2357,63073,5,2008/9/18 0:00
2357,63126,1,2008/12/4 0:00
2357,65662,2,2008/9/23 0:00
2357,65678,1,2008/9/17 0:00
2357,65795,5,2008/9/17 0:00
2357,65842,3,2008/9/17 0:00
2357,63354,5,2008/9/25 0:00
2357,66086,3,2008/11/15 0:00
2357,66184,5,2008/9/16 0:00
2357,64077,5,2008/9/16 0:00
2357,66208,5,2008/10/10 0:00
2357,64078,5,2008/10/10 0:00
2357,64081,5,2008/9/16 0:00
2357,64254,1,2008/9/16 0:00
2357,64256,2,2008/10/10 0:00
2357,64542,4,2008/10/10 0:00
2357,66392,1,2008/10/10 0:00
2357,64579,3,2008/11/15 0:00
2357,64721,1,2008/9/17 0:00
2357,66612,3,2008/9/17 0:00
8103,53535,3,2008/11/28 0:00
2358,48411,5,2008/8/5 0:00
2358,54146,5,2008/8/5 0:00
231,52705,5,2009/8/26 0:00
8123,3856,3.5,2008/7/7 0:00
8123,4871,4,2008/2/27 0:00
8123,10106,3.5,2008/7/7 0:00
8123,10950,3.5,2008/7/8 0:00
8123,11092,3.5,2008/7/7 0:00
8123,20299,4.5,2008/2/27 0:00
8123,24251,4,2008/7/7 0:00
8123,20641,4.5,2008/7/7 0:00
8123,20644,3.5,2008/7/7 0:00
8123,20645,3.5,2008/7/7 0:00
8123,41188,4,2008/7/7 0:00
8123,42515,3.5,2008/7/7 0:00
8123,43310,3,2008/7/7 0:00
8123,44419,3.5,2008/7/7 0:00
8123,47752,2.5,2008/7/7 0:00
8123,49065,2.5,2008/7/7 0:00
8123,49266,2.5,2008/7/7 0:00
8123,48883,2.5,2008/7/7 0:00
8123,51824,3.5,2008/7/7 0:00
8123,51405,4,2008/7/8 0:00
8123,54718,2.5,2008/2/27 0:00
8123,55388,4,2008/7/7 0:00
8123,60158,3.5,2008/7/7 0:00
8123,61654,4,2008/7/8 0:00
8123,65543,3,2008/7/7 0:00
8123,63073,3.5,2008/7/7 0:00
8123,66385,2.5,2008/7/7 0:00
5259,16797,5,2009/8/9 0:00
5259,17489,5,2009/8/9 0:00
5259,16245,5,2009/8/9 0:00
5259,21317,5,2009/8/9 0:00
5259,27528,5,2009/8/9 0:00
5259,24624,5,2009/8/9 0:00
3374,47784,3,2009/3/22 0:00
3374,62530,4.5,2009/3/22 0:00
1720,46995,3.5,2008/12/26 0:00
1720,53968,4,2008/12/26 0:00
1720,60624,4,2008/12/26 0:00
4045,12034,4,2008/11/27 0:00
6577,62530,5,2009/6/24 0:00
328,77,5,2009/6/9 0:00
328,4824,3,2009/6/9 0:00
328,5125,2.5,2009/6/9 0:00
328,5277,3.5,2009/6/9 0:00
328,5808,5,2009/6/9 0:00
328,7684,2,2009/6/9 0:00
328,11322,2,2009/6/9 0:00
328,12034,3,2009/6/9 0:00
328,14467,3,2009/6/9 0:00
328,16694,4,2009/5/26 0:00
328,15944,5,2009/6/9 0:00
328,23154,2,2009/6/9 0:00
328,20645,5,2009/6/9 0:00
328,21983,4.5,2009/6/9 0:00
328,22477,5,2009/6/9 0:00
328,23790,5,2009/6/9 0:00
328,33072,3.5,2009/6/9 0:00
328,31831,3.5,2009/6/9 0:00
328,32594,2,2009/6/9 0:00
328,32983,5,2009/6/9 0:00
328,37359,2,2009/6/9 0:00
328,37418,3.5,2009/6/9 0:00
328,35379,3.5,2009/6/9 0:00
328,38195,4.5,2009/6/9 0:00
328,38700,3,2009/6/9 0:00
328,37201,4,2009/6/9 0:00
328,38657,2.5,2009/6/9 0:00
328,41664,3,2009/6/9 0:00
328,47408,5,2009/6/9 0:00
328,45576,3.5,2009/6/9 0:00
328,49294,4,2009/6/9 0:00
328,49852,5,2009/6/9 0:00
328,51696,5,2009/5/26 0:00
328,50533,4.5,2009/6/9 0:00
328,51434,4.5,2009/6/9 0:00
328,54217,4,2009/6/9 0:00
328,55579,5,2009/6/9 0:00
328,53497,5,2009/6/9 0:00
328,55970,3,2009/6/9 0:00
328,58104,5,2009/6/9 0:00
328,55388,3.5,2009/6/9 0:00
328,55633,3,2009/6/9 0:00
328,58257,3.5,2009/6/9 0:00
328,58804,5,2009/6/9 0:00
328,56591,1.5,2009/6/9 0:00
328,60244,5,2009/6/9 0:00
328,62460,5,2009/6/9 0:00
328,59471,5,2009/6/9 0:00
328,62530,5,2009/5/26 0:00
328,64316,4,2009/6/9 0:00
328,61649,3.5,2009/5/26 0:00
328,65842,3,2009/6/9 0:00
328,64077,2,2009/6/9 0:00
328,64081,4.5,2009/6/9 0:00
328,66612,4.5,2009/6/9 0:00
5872,20279,2.5,2009/4/23 0:00
5872,62530,2.5,2009/4/23 0:00
341,51696,5,2009/5/28 0:00
341,65325,5,2009/3/14 0:00
2876,49947,5,2009/2/25 0:00
2876,49948,5,2009/2/25 0:00
2876,52672,5,2009/2/25 0:00
2876,54903,5,2009/2/25 0:00
2876,58104,5,2009/2/25 0:00
2876,58106,5,2009/2/25 0:00
3375,7032,3.5,2009/6/12 0:00
3375,7296,2.5,2009/6/12 0:00
3375,7684,1,2009/6/12 0:00
3375,26792,3,2009/6/12 0:00
3375,35110,3.5,2009/6/12 0:00
3375,38700,2.5,2009/6/12 0:00
3375,39530,4.5,2009/6/12 0:00
3375,43529,2,2009/6/12 0:00
3375,46660,3.5,2009/6/12 0:00
3375,50374,4.5,2009/6/12 0:00
3375,49550,4,2009/6/12 0:00
3375,51277,4.5,2009/6/12 0:00
3375,51696,3,2009/6/12 0:00
3375,54146,2,2009/6/12 0:00
3375,56591,1.5,2009/6/12 0:00
3375,57491,1,2009/6/12 0:00
3375,62530,1,2009/6/12 0:00
3375,64151,2.5,2009/6/12 0:00
5860,12185,4.5,2009/3/3 0:00
5860,11161,2.5,2009/3/3 0:00
5860,17422,5,2009/3/3 0:00
5860,43529,3,2009/3/3 0:00
5860,48509,4,2009/3/3 0:00
5860,55970,3.5,2009/3/3 0:00
5860,62530,4,2009/6/12 0:00
2307,40608,3,2009/7/11 0:00
2307,40265,5,2009/7/11 0:00
4991,17422,5,2009/3/16 0:00
4991,22477,4.5,2009/3/16 0:00
4991,62537,5,2009/3/16 0:00
4991,65325,5,2009/3/16 0:00
2391,4254,3,2009/1/29 0:00
2391,4966,1,2009/1/29 0:00
2391,8538,1.5,2009/1/29 0:00
2391,14467,0.5,2009/1/29 0:00
2391,14039,1,2009/1/29 0:00
2391,23154,1,2009/1/29 0:00
2391,23831,1,2009/1/29 0:00
2391,30976,5,2009/1/29 0:00
2391,35415,1,2009/1/29 0:00
2391,36434,0.5,2009/1/29 0:00
2391,36911,1,2009/1/29 0:00
2391,38657,1,2009/1/29 0:00
2391,42203,1,2009/1/29 0:00
2391,49266,1.5,2009/1/29 0:00
2391,52099,1,2009/1/29 0:00
2391,54146,3,2009/1/29 0:00
2391,60624,1,2009/1/29 0:00
2391,60864,1,2009/1/29 0:00
2391,64316,1,2009/1/29 0:00
848,52705,3.5,2009/9/24 0:00
848,62462,5,2009/7/13 0:00
8967,20641,0.5,2009/7/29 0:00
8967,26792,0.5,2009/7/29 0:00
2904,1767,3,2009/4/14 0:00
2904,2722,3,2009/4/23 0:00
2904,4875,3,2009/4/23 0:00
2904,5801,3,2009/4/12 0:00
2904,5592,1.5,2009/4/12 0:00
2904,5806,3,2009/4/12 0:00
2904,5808,3,2009/4/12 0:00
2904,5809,3,2009/4/12 0:00
2904,5940,3.5,2009/4/12 0:00
2904,7950,2.5,2009/4/12 0:00
2904,8028,2.5,2009/4/24 0:00
2904,8029,3,2009/4/24 0:00
2904,8658,2.5,2009/4/14 0:00
2904,9180,3.5,2009/4/14 0:00
2904,10301,2.5,2009/4/12 0:00
2904,11092,3.5,2009/4/14 0:00
2904,12048,3,2009/4/29 0:00
2904,12662,4,2009/4/12 0:00
2904,15318,2.5,2009/4/24 0:00
2904,15931,2.5,2009/4/12 0:00
2904,18979,3,2009/4/24 0:00
2904,19533,3,2009/4/24 0:00
2904,20251,2.5,2009/4/29 0:00
2904,17984,3,2009/4/24 0:00
2904,18019,3,2009/4/24 0:00
2904,19462,2.5,2008/11/9 0:00
2904,19726,3,2009/4/24 0:00
2904,23193,2.5,2008/11/9 0:00
2904,24251,3,2009/4/14 0:00
2904,20641,4.5,2009/4/14 0:00
2904,20642,3,2009/4/14 0:00
2904,20644,3,2009/4/14 0:00
2904,20645,3,2009/4/14 0:00
2904,21599,4,2009/4/24 0:00
2904,21600,3.5,2009/4/24 0:00
2904,21602,3.5,2009/4/24 0:00
2904,21603,3,2009/4/24 0:00
2904,22013,3.5,2009/4/23 0:00
2904,27212,3,2009/4/23 0:00
2904,25381,3,2009/4/14 0:00
2904,28315,3.5,2009/4/23 0:00
2904,30632,3,2009/4/14 0:00
2904,31176,3,2009/4/24 0:00
2904,34342,2.5,2009/4/12 0:00
2904,35771,3,2009/4/29 0:00
2904,33255,3,2009/4/24 0:00
2904,33988,3,2009/4/24 0:00
2904,36376,4,2009/4/24 0:00
2904,36377,2.5,2009/4/23 0:00
2904,36803,3.5,2009/4/23 0:00
2904,34815,3,2009/4/24 0:00
2904,34869,4,2009/4/14 0:00
2904,35051,2.5,2009/4/14 0:00
2904,37406,2.5,2009/4/14 0:00
2904,38797,3,2009/4/23 0:00
2904,37074,3,2009/4/24 0:00
2904,37201,2.5,2009/4/24 0:00
2904,41496,3,2009/4/23 0:00
2904,41763,2.5,2008/11/9 0:00
2904,41862,3,2009/4/24 0:00
2904,40282,3,2009/4/24 0:00
2904,40792,4.5,2009/4/14 0:00
2904,42113,3,2009/4/29 0:00
2904,42515,4.5,2009/4/24 0:00
2904,46565,3,2009/4/24 0:00
2904,43368,3,2009/4/14 0:00
2904,43889,3,2009/4/24 0:00
2904,44140,3,2009/4/14 0:00
2904,49913,3,2009/4/24 0:00
2904,48573,3.5,2009/4/14 0:00
2904,50186,3.5,2009/4/14 0:00
2904,50187,4,2009/4/14 0:00
2904,51031,2.5,2009/4/24 0:00
2904,50613,3.5,2009/4/15 0:00
2904,53283,3,2009/4/29 0:00
2904,53317,3,2009/4/14 0:00
2904,54246,3,2009/4/14 0:00
2904,56915,4.5,2009/4/14 0:00
2904,56916,3,2009/4/14 0:00
2904,55388,3.5,2009/4/14 0:00
2904,55390,2.5,2009/4/14 0:00
2904,58161,3,2009/4/24 0:00
2904,56422,3,2009/4/24 0:00
2904,56461,4.5,2008/11/12 0:00
2904,58589,3.5,2008/11/9 0:00
2904,58763,3,2009/4/29 0:00
